timestamp,index_type,info,dstore,qproc,compr,optim,query,query_type,run_id,latency_ms,current_mem_kb,peak_mem_kb
2025-11-02T15:54:15.544524,self,TFIDF,DB1,NONE,TERMatat,Null,"""united states of america"" OR america",edge,0,325.787
2025-11-02T15:54:15.665371,self,TFIDF,DB1,NONE,TERMatat,Null,"""washington"" AND NOT ""washington""",edge,0,120.531
2025-11-02T15:54:15.920204,self,TFIDF,DB1,NONE,TERMatat,Null,(america),edge,0,254.429
2025-11-02T15:54:16.839596,self,TFIDF,DB1,NONE,TERMatat,Null,"NOT (""america"" AND ""washington"")",edge,0,918.988
2025-11-03T15:10:01.616651,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,america,term,0,92567.318,4218523.85,5444328.46
2025-11-03T15:10:02.855110,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,washington,term,0,1236.522,27.11,2560.81
2025-11-03T15:10:04.083649,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,constitution,term,0,1228.164,4.04,2560.81
2025-11-03T15:10:07.682257,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,america AND washington,boolean,0,3598.201,6.23,2907.76
2025-11-03T15:10:11.296038,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,america OR washington,boolean,0,3613.188,115.2,2907.71
2025-11-03T15:10:16.158395,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,america AND NOT washington,boolean,0,4861.783,81.24,4904.78
2025-11-03T15:10:18.597123,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,NOT america,boolean,0,2438.128,114.67,4571.18
2025-11-03T15:10:19.813174,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"""united states of america""",phrase,0,1215.744,2.19,2560.88
2025-11-03T15:10:21.017153,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"""american constitution""",phrase,0,1203.681,3.91,2560.88
2025-11-03T15:10:22.210685,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"""american independence""",phrase,0,1193.232,2.7,2560.88
2025-11-03T15:10:25.809507,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"""united states of america"" AND ""american constitution""",mixed,0,3598.431,4.29,2874.51
2025-11-03T15:10:29.399070,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"""american independence"" OR america",mixed,0,3588.915,114.8,2874.02
2025-11-03T15:10:35.054195,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"""united states of america"" AND NOT constitution",mixed,0,5653.732,4.28,4725.08
2025-11-03T15:10:38.825007,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"""north america"" OR ""south america""",mixed,0,3770.358,5.4,2885.74
2025-11-03T15:10:47.363915,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"(""america"" AND ""washington"") OR (""congress"" AND ""president"")",grouped,0,8538.001,5.94,3221.69
2025-11-03T15:10:56.043485,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"(""america"" OR ""washington"") AND (""congress"" OR ""president"")",grouped,0,8678.212,6.17,3245.23
2025-11-03T15:11:09.170988,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"(""america"" AND NOT ""washington"") OR (""washington"" AND NOT ""america"")",grouped,0,13126.548,114.95,5244.0
2025-11-03T15:11:17.097734,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"(america OR washington) AND NOT ""congress""",grouped,0,7925.406,114.94,4908.65
2025-11-03T15:11:27.141646,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"((""america"" AND ""washington"") OR ""president"") AND NOT ""congress""",nested,0,10043.213,6.13,4871.11
2025-11-03T15:11:35.619359,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"((""america"" OR ""washington"") AND (""congress"" OR ""president""))",nested,0,8477.032,5.52,3245.23
2025-11-03T15:11:41.568920,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"(""america"" AND (""washington"" OR ""president""))",nested,0,5949.152,4.78,3239.36
2025-11-03T15:11:49.779749,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"(""america"" AND (""washington"" AND (""congress"" OR ""president"")))",nested,0,8210.418,6.1,3564.52
2025-11-03T15:11:50.965999,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,america washington,edge,0,1185.849,4.42,2560.88
2025-11-03T15:11:54.358369,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"""united states of america"" OR america",edge,0,3391.77,114.1,2873.96
2025-11-03T15:11:58.910538,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"""washington"" AND NOT ""washington""",edge,0,4551.825,4.05,4890.62
2025-11-03T15:12:00.093500,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,(america),edge,0,1182.398,114.32,2560.87
2025-11-03T15:12:04.771655,self,BOOLEAN,CUSTOM,NONE,TERMatat,Null,"NOT (""america"" AND ""washington"")",edge,0,4677.574,114.24,4449.59
2025-11-03T15:14:41.706611,self,TFIDF,CUSTOM,NONE,TERMatat,Null,america,term,0,140663.127,4931028.46,7083539.22
2025-11-03T15:14:43.221874,self,TFIDF,CUSTOM,NONE,TERMatat,Null,washington,term,0,1514.277,25.66,2560.81
2025-11-03T15:14:44.406961,self,TFIDF,CUSTOM,NONE,TERMatat,Null,constitution,term,0,1184.691,4.06,2560.81
2025-11-03T15:14:47.993700,self,TFIDF,CUSTOM,NONE,TERMatat,Null,america AND washington,boolean,0,3586.323,7.75,2907.23
2025-11-03T15:14:51.723699,self,TFIDF,CUSTOM,NONE,TERMatat,Null,america OR washington,boolean,0,3729.482,67.15,2907.18
2025-11-03T15:14:56.850073,self,TFIDF,CUSTOM,NONE,TERMatat,Null,america AND NOT washington,boolean,0,5125.829,50.84,4903.85
2025-11-03T15:15:02.414022,self,TFIDF,CUSTOM,NONE,TERMatat,Null,NOT america,boolean,0,5563.622,3.44,4571.18
2025-11-03T15:15:03.610713,self,TFIDF,CUSTOM,NONE,TERMatat,Null,"""united states of america""",phrase,0,1196.395,2.19,2560.88
2025-11-03T15:15:04.797109,self,TFIDF,CUSTOM,NONE,TERMatat,Null,"""american constitution""",phrase,0,1186.105,3.91,2560.88
